dataset,scale_label,query_name,run_phase,query_scale_phase_id,ablation_variant,availability_status,selected_g_classes,selected_config_count,removed_g_classes,removal_reasons,global_best_config_id,global_best_g_class,global_best_p95,ablation_best_config_id,ablation_best_g_class,ablation_best_p95,top1_preserved,top3_preserved,near_best_preserved,relative_regret,rule_note
fiben,sf30,Q8_IBMTransactionsBelowAverageSellingPrice,hot,fiben::sf30::Q8_IBMTransactionsBelowAverageSellingPrice::hot,no_relationship_semantics_no_depth,available,G7|G9,2,G3|G5|G6,G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,q8_ibmtransactions_below_average_selling_price__g5__shared_targets_as_references,G5,1.2928820273373276,q8_ibmtransactions_below_average_selling_price__g9__tradeoff_benchmark_candidate,G9,1.3152397761587054,0.0,0.0,1.0,0.01729295353221301,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,cold,fiben::sf30::Q9_PersonsWhoBoughtAndSoldSameStock::cold,full_schema_lens,available,G2|G3|G4|G5|G7|G9,6,,,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.340768137015402,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.340768137015402,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,cold,fiben::sf30::Q9_PersonsWhoBoughtAndSoldSameStock::cold,no_relationship_semantics,available,G4|G7|G9,3,G2|G3|G5,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.340768137015402,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.340768137015402,1.0,1.0,1.0,0.0,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,cold,fiben::sf30::Q9_PersonsWhoBoughtAndSoldSameStock::cold,no_depth,available,G3|G5|G7|G9,4,G2|G4,G2:removed_depth_activation_evidence; G4:removed_depth_sensitive_g_class,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.340768137015402,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.340768137015402,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,cold,fiben::sf30::Q9_PersonsWhoBoughtAndSoldSameStock::cold,no_residual_traversal,available,G2|G3|G5|G7,4,G4|G9,G4:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.340768137015402,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.340768137015402,1.0,1.0,1.0,0.0,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,cold,fiben::sf30::Q9_PersonsWhoBoughtAndSoldSameStock::cold,no_sharedness,available,G2|G3|G4|G7|G9,5,G5,G5:removed_sharedness_sensitive_g_class,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.340768137015402,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.340768137015402,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,cold,fiben::sf30::Q9_PersonsWhoBoughtAndSoldSameStock::cold,no_update_volatility,available,G2|G3|G4|G5|G9,5,G7,G7:removed_update_sensitive_g_class,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.340768137015402,q9_persons_who_bought_and_sold_same_stock__g5__shared_targets_as_references,G5,1.3464143266901374,0.0,1.0,1.0,0.004211160392954975,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,cold,fiben::sf30::Q9_PersonsWhoBoughtAndSoldSameStock::cold,no_relationship_semantics_no_depth,available,G7|G9,2,G2|G3|G4|G5,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.340768137015402,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.340768137015402,1.0,1.0,1.0,0.0,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,hot,fiben::sf30::Q9_PersonsWhoBoughtAndSoldSameStock::hot,full_schema_lens,available,G2|G3|G4|G5|G7|G9,6,,,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.2238605471793562,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.2238605471793562,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,hot,fiben::sf30::Q9_PersonsWhoBoughtAndSoldSameStock::hot,no_relationship_semantics,available,G4|G7|G9,3,G2|G3|G5,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.2238605471793562,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.2238605471793562,1.0,1.0,1.0,0.0,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,hot,fiben::sf30::Q9_PersonsWhoBoughtAndSoldSameStock::hot,no_depth,available,G3|G5|G7|G9,4,G2|G4,G2:removed_depth_activation_evidence; G4:removed_depth_sensitive_g_class,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.2238605471793562,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.2238605471793562,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,hot,fiben::sf30::Q9_PersonsWhoBoughtAndSoldSameStock::hot,no_residual_traversal,available,G2|G3|G5|G7,4,G4|G9,G4:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.2238605471793562,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.2238605471793562,1.0,1.0,1.0,0.0,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,hot,fiben::sf30::Q9_PersonsWhoBoughtAndSoldSameStock::hot,no_sharedness,available,G2|G3|G4|G7|G9,5,G5,G5:removed_sharedness_sensitive_g_class,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.2238605471793562,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.2238605471793562,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,hot,fiben::sf30::Q9_PersonsWhoBoughtAndSoldSameStock::hot,no_update_volatility,available,G2|G3|G4|G5|G9,5,G7,G7:removed_update_sensitive_g_class,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.2238605471793562,q9_persons_who_bought_and_sold_same_stock__g4__deep_nested_path,G4,1.2250863132067025,0.0,1.0,1.0,0.001001556942227845,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
fiben,sf30,Q9_PersonsWhoBoughtAndSoldSameStock,hot,fiben::sf30::Q9_PersonsWhoBoughtAndSoldSameStock::hot,no_relationship_semantics_no_depth,available,G7|G9,2,G2|G3|G4|G5,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.2238605471793562,q9_persons_who_bought_and_sold_same_stock__g7__update_aware_references,G7,1.2238605471793562,1.0,1.0,1.0,0.0,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,sf0.25,QG10_AdvancedSearchWatchItems,cold,imdb::sf0.25::QG10_AdvancedSearchWatchItems::cold,full_schema_lens,available,G0|G2|G3|G4|G5|G6|G7|G8|G9,9,,,series_g9,G9,117.12669585031108,series_g9,G9,117.12669585031108,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
imdb,sf0.25,QG10_AdvancedSearchWatchItems,cold,imdb::sf0.25::QG10_AdvancedSearchWatchItems::cold,no_relationship_semantics,available,G0|G4|G7|G9,4,G2|G3|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,series_g9,G9,117.12669585031108,series_g9,G9,117.12669585031108,1.0,1.0,1.0,0.0,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
imdb,sf0.25,QG10_AdvancedSearchWatchItems,cold,imdb::sf0.25::QG10_AdvancedSearchWatchItems::cold,no_depth,available,G0|G2|G3|G5|G6|G7|G9,7,G4|G8,G4:removed_depth_sensitive_g_class; G8:removed_depth_sensitive_g_class,series_g9,G9,117.12669585031108,series_g9,G9,117.12669585031108,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
imdb,sf0.25,QG10_AdvancedSearchWatchItems,cold,imdb::sf0.25::QG10_AdvancedSearchWatchItems::cold,no_residual_traversal,available,G0|G2|G3|G5|G6|G7,6,G4|G8|G9,G4:removed_residual_or_reduction_sensitive_g_class; G8:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,series_g9,G9,117.12669585031108,watchitem_g3,G3,120.97194580237556,0.0,1.0,1.0,0.03282983374668692,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
imdb,sf0.25,QG10_AdvancedSearchWatchItems,cold,imdb::sf0.25::QG10_AdvancedSearchWatchItems::cold,no_sharedness,available,G0|G2|G3|G4|G7|G8|G9,7,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,series_g9,G9,117.12669585031108,series_g9,G9,117.12669585031108,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
imdb,sf0.25,QG10_AdvancedSearchWatchItems,cold,imdb::sf0.25::QG10_AdvancedSearchWatchItems::cold,no_update_volatility,available,G0|G2|G3|G4|G5|G6|G8|G9,8,G7,G7:removed_update_sensitive_g_class,series_g9,G9,117.12669585031108,series_g9,G9,117.12669585031108,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
imdb,sf0.25,QG10_AdvancedSearchWatchItems,cold,imdb::sf0.25::QG10_AdvancedSearchWatchItems::cold,no_relationship_semantics_no_depth,available,G0|G7|G9,3,G2|G3|G4|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,series_g9,G9,117.12669585031108,series_g9,G9,117.12669585031108,1.0,1.0,1.0,0.0,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,sf0.25,QG10_AdvancedSearchWatchItems,hot,imdb::sf0.25::QG10_AdvancedSearchWatchItems::hot,full_schema_lens,available,G0|G2|G3|G4|G5|G6|G7|G8|G9,9,,,series_g9,G9,115.31208974847686,series_g9,G9,115.31208974847686,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
imdb,sf0.25,QG10_AdvancedSearchWatchItems,hot,imdb::sf0.25::QG10_AdvancedSearchWatchItems::hot,no_relationship_semantics,available,G0|G4|G7|G9,4,G2|G3|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,series_g9,G9,115.31208974847686,series_g9,G9,115.31208974847686,1.0,1.0,1.0,0.0,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
imdb,sf0.25,QG10_AdvancedSearchWatchItems,hot,imdb::sf0.25::QG10_AdvancedSearchWatchItems::hot,no_depth,available,G0|G2|G3|G5|G6|G7|G9,7,G4|G8,G4:removed_depth_sensitive_g_class; G8:removed_depth_sensitive_g_class,series_g9,G9,115.31208974847686,series_g9,G9,115.31208974847686,1.0,1.0,1.0,0.0,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
imdb,sf0.25,QG10_AdvancedSearchWatchItems,hot,imdb::sf0.25::QG10_AdvancedSearchWatchItems::hot,no_residual_traversal,available,G0|G2|G3|G5|G6|G7,6,G4|G8|G9,G4:removed_residual_or_reduction_sensitive_g_class; G8:removed_residual_or_reduction_sensitive_g_class; G9:removed_residual_or_reduction_sensitive_g_class,series_g9,G9,115.31208974847686,watchitem_g3,G3,117.93523374872166,0.0,1.0,1.0,0.022748213183600215,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
imdb,sf0.25,QG10_AdvancedSearchWatchItems,hot,imdb::sf0.25::QG10_AdvancedSearchWatchItems::hot,no_sharedness,available,G0|G2|G3|G4|G7|G8|G9,7,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,series_g9,G9,115.31208974847686,series_g9,G9,115.31208974847686,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
imdb,sf0.25,QG10_AdvancedSearchWatchItems,hot,imdb::sf0.25::QG10_AdvancedSearchWatchItems::hot,no_update_volatility,available,G0|G2|G3|G4|G5|G6|G8|G9,8,G7,G7:removed_update_sensitive_g_class,series_g9,G9,115.31208974847686,series_g9,G9,115.31208974847686,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
imdb,sf0.25,QG10_AdvancedSearchWatchItems,hot,imdb::sf0.25::QG10_AdvancedSearchWatchItems::hot,no_relationship_semantics_no_depth,available,G0|G7|G9,3,G2|G3|G4|G5|G6|G8,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class; G8:removed_semantic_g_class,series_g9,G9,115.31208974847686,series_g9,G9,115.31208974847686,1.0,1.0,1.0,0.0,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,sf0.25,QG1_WatchItemById,cold,imdb::sf0.25::QG1_WatchItemById::cold,full_schema_lens,available,G0|G2|G3|G4|G5|G6,6,,,watchitem_g4,G4,0.4589106465573421,watchitem_g4,G4,0.4589106465573421,1.0,1.0,1.0,0.0,Full SchemaLens measured space: all non-control benchmark groups.
imdb,sf0.25,QG1_WatchItemById,cold,imdb::sf0.25::QG1_WatchItemById::cold,no_relationship_semantics,available,G0|G4,2,G2|G3|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,watchitem_g4,G4,0.4589106465573421,watchitem_g4,G4,0.4589106465573421,1.0,1.0,1.0,0.0,"Removed relationship-semantics-driven classes. This ablation ignores association, associative, containment, descriptor, ownership, and subtype signals."
imdb,sf0.25,QG1_WatchItemById,cold,imdb::sf0.25::QG1_WatchItemById::cold,no_depth,available,G0|G2|G3|G5|G6,5,G4,G4:removed_depth_sensitive_g_class,watchitem_g4,G4,0.4589106465573421,watchitem_g5,G5,0.4712457517598521,0.0,1.0,1.0,0.02687910009289514,Removed depth-sensitive classes. This ablation ignores embedding depth and deep/nested traversal evidence.
imdb,sf0.25,QG1_WatchItemById,cold,imdb::sf0.25::QG1_WatchItemById::cold,no_residual_traversal,available,G0|G2|G3|G5|G6,5,G4,G4:removed_residual_or_reduction_sensitive_g_class,watchitem_g4,G4,0.4589106465573421,watchitem_g5,G5,0.4712457517598521,0.0,1.0,1.0,0.02687910009289514,"Removed residual-traversal/reduction-sensitive classes. This ablation ignores Re, DeltaR, and DeltaRratio as activation evidence."
imdb,sf0.25,QG1_WatchItemById,cold,imdb::sf0.25::QG1_WatchItemById::cold,no_sharedness,available,G0|G2|G3|G4,4,G5|G6,G5:removed_sharedness_sensitive_g_class; G6:removed_sharedness_sensitive_g_class,watchitem_g4,G4,0.4589106465573421,watchitem_g4,G4,0.4589106465573421,1.0,1.0,1.0,0.0,Removed sharedness-sensitive classes. This ablation ignores observed sharedness pressure.
imdb,sf0.25,QG1_WatchItemById,cold,imdb::sf0.25::QG1_WatchItemById::cold,no_update_volatility,available,G0|G2|G3|G4|G5|G6,6,,,watchitem_g4,G4,0.4589106465573421,watchitem_g4,G4,0.4589106465573421,1.0,1.0,1.0,0.0,Removed update/volatility-sensitive classes. This ablation ignores write pressure and update volatility.
imdb,sf0.25,QG1_WatchItemById,cold,imdb::sf0.25::QG1_WatchItemById::cold,no_relationship_semantics_no_depth,available,G0,1,G2|G3|G4|G5|G6,G2:removed_semantic_g_class; G3:removed_semantic_g_class; G4:removed_depth_sensitive_g_class; G5:removed_semantic_g_class; G6:removed_semantic_g_class,watchitem_g4,G4,0.4589106465573421,watchitem_g0,G0,0.9435392985324134,0.0,0.0,0.0,1.0560414224657035,Removed both relationship-semantics-driven and depth-sensitive classes. This ablation tests a reduced activation without semantic type or embedding depth.
imdb,sf0.25,QG1_WatchItemById,hot,imdb::sf0.25::QG1_WatchItemById::hot,full_schema_lens,available,G0|G2|G3|G4|G5|G6,6,,,series_g9,G9,0.2058836013020482,watchitem_g2,G2,0.2284863494423916,0.0,1.0,0.0,0.10978411100932374,Full SchemaLens measured space: all non-control benchmark groups.
